,train structures,test structures,train mae ,train mape,train r2,train pearson,train spearman,test mae ,test mape,test r2,test pearson,test spearman
14,binomial,path_complete_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,371396.9047801348,0.6156899473011068,-0.7868347624898084,0.4668627901545032,0.5137844765516248
15,binomial,ladder_random_cycle_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,16567.983952604565,0.36801392510533726,-0.13708797455013988,0.7493343429520107,0.7717160274564392
16,binomial,ladder_random_path_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,16553.462275389513,0.36177344554269075,-0.11705340449848478,0.7917849112132674,0.795090481447703
17,binomial,ladder_random_complete_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,261554.69388667983,0.6491771021408946,-0.555635728222897,-0.26697331345688735,-0.0014526952431238899
18,binomial,ladder_cycle_path_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,10314.406669056521,0.2644125000087081,0.38934763560196983,0.8720399486086589,0.8818712619401909
19,binomial,ladder_cycle_complete_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,219011.60075913463,0.5186827235785965,-0.4348147788516268,-0.2228619909644461,0.13877329237267794
20,binomial,ladder_path_complete_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,260964.81553467124,0.5040717338077687,-0.41282287866166567,-0.060904256643398186,0.37659828157250513
21,binomial,random_cycle_path_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,9356.475440504468,0.3181654912640461,-0.11236018077796617,0.5453754253397792,0.5615632890126241
22,binomial,random_cycle_complete_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,239569.73731463403,0.5749519165755042,-0.37554031533302457,0.19353959883342073,0.24994921518744295
23,binomial,random_path_complete_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,242478.64240216842,0.5953068019370951,-0.4608864957209582,0.32006098393207844,0.2929886238179811
24,binomial,cycle_path_complete_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,284496.7336573563,0.5095201553947519,-0.4816674568435757,0.40171176477585696,0.3585584409350549
25,binomial,ladder_random_cycle_path_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,11972.929809728901,0.30979824575230075,0.23964987842914542,0.8151844392897704,0.7436620745931933
26,binomial,ladder_random_cycle_complete_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,172881.37553217655,0.5154657870884541,-0.31077801522516757,-0.13972719125623434,0.2215903614457831
27,binomial,ladder_random_path_complete_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,139376.4274218294,0.4826122613008015,-0.24870329347307973,-0.07888365644344798,0.3172286276580425
28,binomial,ladder_cycle_path_complete_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,170253.42752645884,0.4249027346942165,-0.25026535495984414,-0.03792448912353568,0.4363273652378437
29,binomial,random_cycle_path_complete_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,189609.02902603877,0.45259606878029224,-0.28098534666234265,0.38277094688254926,0.45056324101185613
30,binomial,ladder_random_cycle_path_complete_,1196.288935904844,0.17592774195501767,0.5868054725372133,0.8185301579440817,0.8411407725630903,150345.84788330653,0.46075721883591947,-0.277437735782577,-0.05472684419747947,0.37303393654298467
31,complete,ladder_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,297870.27838297846,5.6254276551642715,-279.19273050355656,0.6223871350954651,0.6434003744059904
32,complete,random_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,143701.07584848345,4.119249672255395,-134.55197601067175,0.6484496106458906,0.6527163634618154
33,complete,binomial_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,157644.5836678146,8.790330840331531,-424.4196848067735,0.7782470915093649,0.4300680650890414
34,complete,cycle_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,160928.97518357277,8.630054924503407,-636.3027517973184,0.6362838251916827,0.6496727307636923
35,complete,path_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,155317.25280525052,8.92279451006635,-862.1704962772268,0.5877618796175279,0.6031050736811788
36,complete,ladder_random_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,228011.71458640575,5.06732087201586,-195.18639380492115,0.6456098329751435,0.6687785724571592
37,complete,ladder_binomial_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,226072.30870730305,7.671775587297505,-114.78674843619704,0.8771439931502628,0.8498497575961215
38,complete,ladder_cycle_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,228332.02016688758,7.5248720383198995,-87.84402636928644,0.8654821811620933,0.878707819325109
39,complete,ladder_path_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,231060.45227837612,7.20031433144976,-113.55471175445975,0.8613233849605328,0.8904875918014687
40,complete,random_binomial_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,154458.31469269612,6.674606808594321,-121.5584313494223,0.4418944002104765,0.5636123457975327
41,complete,random_cycle_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,152942.91512412325,6.256822488518596,-134.78269125836684,0.492435271495834,0.4781287380598089
42,complete,random_path_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,152131.57723421452,6.677382742617448,-123.3503901254442,0.4395386728522561,0.4151571065137042
43,complete,binomial_cycle_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,164218.0175688681,8.779109578313536,-551.7233296238364,0.7273749847277682,0.6146636586185379
44,complete,binomial_path_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,156078.64765890696,9.279056694542513,-509.77939693744406,0.662363899075266,0.5182911726587626
45,complete,cycle_path_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,155295.98592015958,8.594387603115115,-765.3766677471327,0.5910120556507141,0.5945801372821965
46,complete,ladder_random_binomial_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,213705.10317415354,6.2072110629759045,-133.8571402352589,0.7750846237015679,0.7840380166082657
47,complete,ladder_random_cycle_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,207158.50053327382,6.602535528345249,-110.58581038559768,0.7951982237105213,0.7566376422022751
48,complete,ladder_random_path_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,206675.75645117252,6.348629385780476,-109.48739632998705,0.7916146828500834,0.7846831469303508
49,complete,ladder_binomial_cycle_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,201387.52465993093,8.278321949184528,-116.81792231725558,0.8840509776739993,0.8406881390102241
50,complete,ladder_binomial_path_,24884.70600078463,0.3090360155359895,-0.2945882291412798,0.710306751866278,0.7359263677054707,201296.13773883472,8.213744254132079,-115.75954990923854,0.8795372575735239,0.817929630874094
